gene_accession,cipdic10_S1,cipdic10_S3,cipdic10_S2
MEG_6934|Drugs|betalactams|Class_A_betalactamases|TEM,100.0,75.0,26.0
MEG_3870|Metals|Mercury_resistance|Mercury_resistance_protein|MERF,2.0,9.0,0.0
MEG_2644|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,231.0,165.0,117.0
MEG_1173|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,2147.0,1535.0,3170.0
MEG_6959|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERE,122.0,190.0,150.0
MEG_3589|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4349|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,106.0,0.0
MEG_6927|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,304.0,0.0
MEG_1164|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,1545.0,1214.0,1895.0
MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX,4236.0,3546.0,7105.0
MEG_6501|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC,1026.0,4263.0,1291.0
MEG_84|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,17.0,12.0
MEG_46|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0.0,109.0,0.0
MEG_693|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,0.0,36.0,0.0
MEG_6144|Drugs|Aminoglycosides|Aminoglycoside-resistant_30S_ribosomal_protein_S12|RPSL|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2706|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRA,153.0,0.0,0.0
MEG_686|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,0.0,26.0,0.0
MEG_6166|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0.0,9.0,0.0
MEG_7855|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,1787.0,1525.0,2769.0
MEG_6961|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,881.0,583.0,18.0
MEG_12|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1283|Drugs|betalactams|Class_C_betalactamases|BLAEC,283.0,78.0,727.0
MEG_1054|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,419.0,530.0,44.0
MEG_768|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,17.0,0.0
MEG_1276|Drugs|betalactams|Class_C_betalactamases|BLAEC,1554.0,1628.0,147.0
MEG_7200|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,103.0,0.0,0.0
MEG_6878|Drugs|betalactams|Class_A_betalactamases|TEM,62.0,59.0,21.0
MEG_2453|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSS,7467.0,6325.0,11444.0
MEG_2725|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,3799.0,3255.0,5589.0
MEG_3830|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFE,114.0,113.0,140.0
MEG_3947|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA,6232.0,5212.0,9440.0
MEG_963|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,37.0,31.0,0.0
MEG_2529|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,34.0,0.0
MEG_1028|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0.0,158.0,0.0
MEG_372|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|ABEM,41.0,156.0,0.0
MEG_6697|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,17.0,0.0
MEG_5384|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3296|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7111|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,58.0,152.0
MEG_3759|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,4114.0,3222.0,6217.0
MEG_8703|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,21.0,0.0
MEG_1578|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0.0,238.0,0.0
MEG_6926|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,28.0,0.0
MEG_4071|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC,126.0,145.0,504.0
MEG_678|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEB,216.0,574.0,0.0
MEG_677|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEA,69.0,272.0,0.0
MEG_4670|Drugs|betalactams|Class_D_betalactamases|OXA,43.0,21.0,0.0
MEG_618|Drugs|betalactams|Class_C_betalactamases|ADC,29.0,140.0,0.0
MEG_5977|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,2131.0,21.0,703.0
MEG_3201|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1156|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,35.0,142.0,32.0
MEG_7204|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETU,0.0,373.0,0.0
MEG_7373|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0.0,476.0,0.0
MEG_6575|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,1336.0,960.0,1994.0
MEG_6139|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation,1.0,0.0,2.0
MEG_4351|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,164.0,0.0
MEG_2421|Drugs|betalactams|Class_A_betalactamases|CTX,712.0,0.0,0.0
MEG_4120|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRAN,449.0,124.0,710.0
MEG_2686|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,143.0,124.0,199.0
MEG_7834|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,509.0,399.0,871.0
MEG_2672|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,172.0,135.0,201.0
MEG_7864|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS,5725.0,4511.0,8171.0
MEG_6094|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,1.0
MEG_4368|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,101.0,0.0
MEG_7317|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,163.0,488.0,255.0
MEG_6910|Drugs|betalactams|Class_A_betalactamases|TEM,50.0,45.0,26.0
MEG_2484|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,19.0,0.0,0.0
MEG_3142|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,1634.0,1295.0,2445.0
MEG_1648|Drugs|betalactams|Class_A_betalactamases|CEPA,0.0,24.0,0.0
MEG_2680|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,142.0,140.0,215.0
MEG_5321|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP,3944.0,4796.0,4905.0
MEG_700|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEL,27.0,142.0,0.0
MEG_6622|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,444.0,528.0,10.0
MEG_6922|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,46.0,0.0
MEG_2732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,3786.0,2865.0,5864.0
MEG_5344|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4173|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE,3968.0,3043.0,5798.0
MEG_5782|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|PHOB|RequiresSNPConfirmation,272.0,678.0,191.0
MEG_7117|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,375.0
MEG_2030|Metals|Copper_resistance|Copper_resistance_protein|COPA,297.0,311.0,0.0
MEG_7832|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YGJH,4706.0,3757.0,7041.0
MEG_6637|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,397.0,665.0,61.0
MEG_4160|Metals|Chromium_resistance|Chromium_resistance_protein|NFSA,3819.0,2984.0,6082.0
MEG_1460|Drugs|Glycopeptides|Bleomycin_resistance_protein|BLE,0.0,0.0,14.0
MEG_3762|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,2530.0,2051.0,3918.0
MEG_2898|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA,3517.0,2765.0,5489.0
MEG_6117|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_2522|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,12.0,0.0,0.0
MEG_2120|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,506.0,352.0,759.0
MEG_3587|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1732|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_7121|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,30.0,143.0,0.0
MEG_7858|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB,3584.0,2646.0,5594.0
MEG_3068|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSC,104.0,0.0,0.0
MEG_6827|Drugs|betalactams|Class_A_betalactamases|TEM,33.0,18.0,0.0
MEG_5815|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC,6180.0,6253.0,8382.0
MEG_5245|Drugs|betalactams|Class_D_betalactamases|OXA,0.0,18.0,0.0
MEG_5146|Drugs|betalactams|Class_D_betalactamases|OXA,45.0,0.0,0.0
MEG_3817|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0.0,32.0,0.0
MEG_4057|Drugs|Lipopeptides|Daptomycin-resistant_mutant|MPRFD|RequiresSNPConfirmation,0.0,0.0,1.0
MEG_1193|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,4968.0,3634.0,7537.0
MEG_2084|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,447.0,1270.0,449.0
MEG_2017|Metals|Copper_resistance|Copper_resistance_regulator|COMR,3356.0,2721.0,5132.0
MEG_890|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,73.0,0.0
MEG_1279|Drugs|betalactams|Class_C_betalactamases|BLAEC,1362.0,106.0,3733.0
MEG_4350|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,309.0,0.0
MEG_903|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,16.0,0.0,0.0
MEG_3831|Drugs|Lipopeptides|Lysocin-resistant_mutant|MENA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4976|Drugs|betalactams|Class_D_betalactamases|OXA,42.0,0.0,0.0
MEG_2081|Metals|Copper_resistance|Copper_resistance_regulator|COPZ,42.0,104.0,36.0
MEG_5829|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,102.0,6.0,0.0
MEG_6900|Drugs|betalactams|Class_A_betalactamases|TEM,125.0,118.0,36.0
MEG_1058|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,302.0,350.0,24.0
MEG_3189|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,10.0,0.0,0.0
MEG_7070|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,66.0,55.0,21.0
MEG_6883|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,35.0,0.0
MEG_2787|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,455.0,1541.0,0.0
MEG_1589|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0.0,21.0,0.0
MEG_8659|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMR|RequiresSNPConfirmation,118.0,451.0,93.0
MEG_2532|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,16.0,0.0
MEG_2643|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,23.0,43.0,0.0
MEG_3978|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7115|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,219.0,53.0
MEG_2959|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3873|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,0.0,66.0,17.0
MEG_7148|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,133.0,0.0
MEG_2894|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,656.0,778.0,714.0
MEG_7145|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,31.0,207.0,125.0
MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,4354.0,3328.0,6915.0
MEG_1060|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,156.0,286.0,61.0
MEG_6931|Drugs|betalactams|Class_A_betalactamases|TEM,58.0,67.0,35.0
MEG_925|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,12.0,66.0,17.0
MEG_3245|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6121|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6703|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,29.0,0.0
MEG_6652|Metals|Copper_resistance|Copper_resistance_protein|TCRB,2390.0,648.0,2196.0
MEG_3066|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSB,0.0,48.0,0.0
MEG_7856|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,3619.0,2948.0,5348.0
MEG_2619|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,257.0,182.0,155.0
MEG_5343|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,1.0,4.0,0.0
MEG_6027|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,85.0,50.0,98.0
MEG_7033|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0.0,377.0,0.0
MEG_2832|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,20.0,0.0,0.0
MEG_2431|Drugs|betalactams|Class_A_betalactamases|CTX,107.0,0.0,0.0
MEG_2900|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,2110.0,1683.0,3044.0
MEG_6904|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,12.0,0.0
MEG_7134|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,73.0,0.0
MEG_3200|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3449|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|KEXD,684.0,2637.0,294.0
MEG_405|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,3387.0,2870.0,5050.0
MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,5.0,3.0,13.0
MEG_2702|Biocides|Acid_resistance|Acid_resistance_protein|EEFX,172.0,585.0,112.0
MEG_3837|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,885.0,1022.0,0.0
MEG_2724|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,2070.0,1872.0,3057.0
MEG_6912|Drugs|betalactams|Class_A_betalactamases|TEM,33.0,0.0,0.0
MEG_6624|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,449.0,634.0,35.0
MEG_972|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,9.0,0.0
MEG_370|Drugs|Fosfomycin|Fosfomycin_MFS_efflux_pump|ABAQ,79.0,250.0,0.0
MEG_6925|Drugs|betalactams|Class_A_betalactamases|TEM,89.0,82.0,61.0
MEG_6629|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,476.0,565.0,20.0
MEG_5825|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACC,6.0,0.0,0.0
MEG_2646|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,81.0,121.0,0.0
MEG_6506|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP,455.0,2163.0,613.0
MEG_3178|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,6.0,45.0,3.0
MEG_6867|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,1804.0,0.0
MEG_6509|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,1176.0,5285.0,1439.0
MEG_684|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEG,230.0,530.0,0.0
MEG_772|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,15.0,19.0,0.0
MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,6301.0,6070.0,9087.0
MEG_1454|Drugs|betalactams|Class_A_betalactamases|BLAZ,49.0,47.0,0.0
MEG_800|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,13.0,0.0
MEG_3512|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,664.0,2406.0,552.0
MEG_7583|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,0.0,1260.0,0.0
MEG_3229|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5424|Metals|Copper_resistance|Copper_resistance_regulator|PCOR,522.0,2589.0,842.0
MEG_6169|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,13.0,6.0,0.0
MEG_6618|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,250.0,680.0,137.0
MEG_2942|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,117.0,0.0,0.0
MEG_1580|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0.0,196.0,0.0
MEG_797|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,23.0,0.0
MEG_6133|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,2.0,0.0
MEG_7330|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation,10.0,10.0,3.0
MEG_2909|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF,5199.0,3603.0,7568.0
MEG_3887|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2,0.0,59.0,0.0
MEG_8456|Drugs|betalactams|Penicillin_binding_protein|PBP2|RequiresSNPConfirmation,468.0,829.0,235.0
MEG_7812|Metals|Iron_resistance|Iron_resistance_protein|YBTQ,4473.0,7895.0,1497.0
MEG_3599|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|LMRS,341.0,571.0,100.0
MEG_2579|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRG,4.0,0.0,0.0
MEG_7499|Drugs|Glycopeptides|VanC-type_regulator|VANSC,0.0,981.0,0.0
MEG_1078|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,0.0,143.0,0.0
MEG_6099|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,1.0,1.0
MEG_1280|Drugs|betalactams|Class_C_betalactamases|BLAEC,270.0,0.0,686.0
MEG_2249|Drugs|betalactams|Class_A_betalactamases|CTX,14.0,0.0,0.0
MEG_1693|Drugs|betalactams|Class_A_betalactamases|CFX,13.0,22.0,0.0
MEG_1689|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,0.0,20.0
MEG_20|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0.0,162.0,0.0
MEG_1584|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0.0,348.0,0.0
MEG_6157|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0.0,22.0,0.0
MEG_2553|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,1167.0,1352.0,0.0
MEG_143|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,0.0,19.0
MEG_6140|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,623.0,457.0,961.0
MEG_1490|Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation,0.0,0.0,3.0
MEG_6633|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,390.0,537.0,0.0
MEG_7131|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,39.0,122.0,0.0
MEG_4094|Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6162|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0.0,79.0,0.0
MEG_884|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,36.0,24.0,0.0
MEG_4344|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,589.0,0.0
MEG_8634|Drugs|Lipopeptides|Colistin-resistant_mutant|PMRAR|RequiresSNPConfirmation,3735.0,3031.0,5486.0
MEG_8232|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LPTD,1335.0,4358.0,909.0
MEG_2945|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,65.0,55.0,24.0
MEG_1045|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,515.0,588.0,45.0
