gene_accession,cipbeta5_S3,cipbeta5_S2,cipbeta5_S1
MEG_2456|Metals|Copper_resistance|Copper_resistance_protein|CUTC,3260.0,2738.0,1846.0
MEG_370|Drugs|Fosfomycin|Fosfomycin_MFS_efflux_pump|ABAQ,29.0,145.0,211.0
MEG_799|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,18.0,0.0,12.0
MEG_2500|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,44.0,30.0,50.0
MEG_2673|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,217.0,183.0,116.0
MEG_6625|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,27.0,44.0,116.0
MEG_1368|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,54.0
MEG_1151|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,3022.0,5259.0,1676.0
MEG_3|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,7.0,6.0,2.0
MEG_6762|Drugs|betalactams|Class_A_betalactamases|TEM,58.0,36.0,18.0
MEG_7859|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUC,5138.0,3927.0,2841.0
MEG_7108|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,115.0,0.0
MEG_5345|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2119|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,2682.0,2015.0,1522.0
MEG_5356|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6734|Drugs|betalactams|Class_A_betalactamases|TEM,52.0,21.0,0.0
MEG_6926|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,18.0,0.0
MEG_3627|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXC|RequiresSNPConfirmation,0.0,1.0,8.0
MEG_702|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEN,0.0,24.0,17.0
MEG_1162|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,701.0,1609.0,408.0
MEG_6791|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,30.0,0.0
MEG_1478|Drugs|Glycopeptides|Bleomycin_resistance_protein|BRP,0.0,0.0,27.0
MEG_8087|Biocides|Aldehyde_resistance|Aldehyde_degradation|FORMA,2152.0,0.0,0.0
MEG_2606|Drugs|betalactams|Class_C_betalactamases|DHA,53.0,0.0,0.0
MEG_3515|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNF,245.0,75.0,145.0
MEG_6962|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,0.0,20.0,0.0
MEG_2591|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,79.0,395.0
MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0.0,52.0,47.0
MEG_2874|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,0.0,0.0,329.0
MEG_3641|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,78.0,0.0,0.0
MEG_983|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,0.0,0.0,47.0
MEG_3586|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6124|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3282|Drugs|betalactams|Class_A_betalactamases|HUGA,131.0,0.0,0.0
MEG_4004|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,1665.0,1449.0,941.0
MEG_7818|Biocides|Peroxide_resistance|peroxide_resistance_protein|YDEI,2670.0,2140.0,1498.0
MEG_3002|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,62.0,29.0,38.0
MEG_6118|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,3.0,0.0,1.0
MEG_6630|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0.0,67.0,85.0
MEG_1365|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,88.0
MEG_4006|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,2431.0,1949.0,1309.0
MEG_1193|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,6334.0,5150.0,3251.0
MEG_6680|Drugs|betalactams|Class_A_betalactamases|TEM,91.0,52.0,0.0
MEG_4126|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRCN,984.0,110.0,230.0
MEG_3591|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_974|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,20.0
MEG_8070|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB|RequiresSNPConfirmation,0.0,0.0,1229.0
MEG_2675|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,215.0,139.0,117.0
MEG_4268|Drugs|betalactams|Class_A_betalactamases|OKP,0.0,0.0,43.0
MEG_2875|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,5902.0,4639.0,3313.0
MEG_1652|Biocides|Biguanide_resistance|Biguanide_cation_efflux|CEPAB,679.0,263.0,589.0
MEG_2619|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0.0,0.0,10.0
MEG_927|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,25.0
MEG_3762|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,3376.0,2738.0,1973.0
MEG_3189|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6877|Drugs|betalactams|Class_A_betalactamases|TEM,170.0,99.0,38.0
MEG_5368|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1691|Drugs|betalactams|Class_A_betalactamases|CFX,13.0,0.0,0.0
MEG_6929|Drugs|betalactams|Class_A_betalactamases|TEM,102.0,43.0,0.0
MEG_2637|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,26.0,12.0,40.0
MEG_4177|Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR,3420.0,2837.0,1807.0
MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA,6220.0,5121.0,3419.0
MEG_6914|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,209.0,69.0
MEG_8288|Drugs|betalactams|Mutant_porin_proteins|OMPA,6504.0,5243.0,3965.0
MEG_7884|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,92.0,36.0,78.0
MEG_7061|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,27.0,0.0,0.0
MEG_2578|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRF,34.0,19.0,29.0
MEG_2938|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6652|Metals|Copper_resistance|Copper_resistance_protein|TCRB,484.0,0.0,0.0
MEG_4171|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD,4989.0,4166.0,2697.0
MEG_1280|Drugs|betalactams|Class_C_betalactamases|BLAEC,573.0,491.0,96.0
MEG_12|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6169|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,15.0,0.0,0.0
MEG_4167|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA,11785.0,9814.0,6307.0
MEG_1282|Drugs|betalactams|Class_C_betalactamases|BLAEC,972.0,687.0,133.0
MEG_6956|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,40.0,0.0,0.0
MEG_6957|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERC,305.0,0.0,0.0
MEG_406|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,7761.0,6297.0,4521.0
MEG_862|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,25.0
MEG_2955|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,1.0
MEG_1578|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0.0,154.0,63.0
MEG_645|Drugs|betalactams|Class_C_betalactamases|ADC,0.0,14.0,0.0
MEG_779|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,17.0
MEG_8680|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRS|RequiresSNPConfirmation,6785.0,11697.0,17148.0
MEG_2895|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,1630.0,1287.0,914.0
MEG_899|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,9.0,63.0,0.0
MEG_3193|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2616|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0.0,0.0,38.0
MEG_7811|Metals|Iron_resistance|Iron_resistance_protein|YBTP,540.0,2580.0,4378.0
MEG_7181|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,93.0,82.0,112.0
MEG_696|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,0.0,0.0,64.0
MEG_2447|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSB,8890.0,6823.0,4746.0
MEG_6875|Drugs|betalactams|Class_A_betalactamases|TEM,5328.0,4289.0,1491.0
MEG_6133|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,1.0
MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,5272.0,4451.0,2746.0
MEG_3737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,3724.0,2962.0,1911.0
MEG_3077|Biocides|Acid_resistance|Acid_resistance_protein|GADA,52.0,101.0,231.0
MEG_4073|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD,0.0,0.0,106.0
MEG_4335|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,45.0,0.0,68.0
MEG_41|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0.0,141.0,34.0
MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2,13550.0,10901.0,7943.0
MEG_3626|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXA|RequiresSNPConfirmation,1.0,2.0,0.0
MEG_6107|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3233|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_947|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,21.0
MEG_7125|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,89.0,0.0,0.0
MEG_6499|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA,3577.0,2617.0,10367.0
MEG_6909|Drugs|betalactams|Class_A_betalactamases|TEM,1887.0,1314.0,343.0
MEG_4327|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,62.0,38.0,43.0
MEG_7045|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,1574.0,934.0,56.0
MEG_1003|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,0.0,0.0,40.0
MEG_6960|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERW,10.0,9.0,0.0
MEG_6901|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,23.0,0.0
MEG_2486|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,17.0
MEG_6895|Drugs|betalactams|Class_A_betalactamases|TEM,134.0,79.0,8.0
MEG_2121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,9512.0,7992.0,4991.0
MEG_5423|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|PCOE,509.0,419.0,1230.0
MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,7.0,5.0,2.0
MEG_21|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0.0,0.0,237.0
MEG_2913|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,0.0,0.0,54.0
MEG_6805|Drugs|betalactams|Class_A_betalactamases|TEM,18.0,21.0,0.0
MEG_694|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,0.0,51.0,65.0
MEG_7865|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,3373.0,2671.0,1832.0
MEG_5394|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,34.0,31.0,24.0
MEG_2030|Metals|Copper_resistance|Copper_resistance_protein|COPA,0.0,257.0,0.0
MEG_6638|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,22.0,54.0,127.0
MEG_3198|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4198|Metals|Nickel_resistance|Nickel_resistance_protein|NIRD,0.0,14.0,0.0
MEG_1693|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,0.0,19.0
MEG_3992|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,2.0,8.0,6.0
MEG_6983|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,0.0,0.0,434.0
MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,5451.0,4560.0,3147.0
MEG_6351|Drugs|betalactams|Class_A_betalactamases|SHV,37.0,0.0,0.0
MEG_3076|Biocides|Acid_resistance|Acid_resistance_protein|GADA,11040.0,9274.0,5901.0
MEG_2452|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSR,5520.0,4540.0,3191.0
MEG_968|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,94.0,82.0,85.0
MEG_3763|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN,9226.0,7518.0,4919.0
MEG_7812|Metals|Iron_resistance|Iron_resistance_protein|YBTQ,568.0,2785.0,4867.0
MEG_6942|Drugs|betalactams|Class_A_betalactamases|TEM,94.0,0.0,0.0
MEG_4028|Drugs|MLS|Macrolide_phosphotransferases|MPHA,0.0,17.0,0.0
MEG_3175|Drugs|Lipopeptides|Daptomycin-resistant_mutant|GSHF|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7109|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,43.0,107.0,0.0
MEG_171|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,15.0,0.0
MEG_6621|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,23.0,49.0,124.0
MEG_6112|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,2.0
MEG_372|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|ABEM,13.0,54.0,82.0
MEG_3208|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,2.0
MEG_2529|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,33.0,20.0,34.0
MEG_6701|Drugs|betalactams|Class_A_betalactamases|TEM,82.0,53.0,0.0
MEG_687|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,0.0,39.0,40.0
MEG_3079|Biocides|Acid_resistance|Acid_resistance_protein|GADC,8294.0,6891.0,5026.0
MEG_1195|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,4375.0,3594.0,2296.0
MEG_6500|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILB,1448.0,1015.0,4447.0
MEG_5896|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,59.0,0.0,39.0
MEG_4172|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD,1915.0,1551.0,979.0
MEG_7196|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETRM|RequiresSNPConfirmation,1538.0,947.0,53.0
MEG_2729|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD,5703.0,4471.0,2921.0
MEG_3745|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,36.0,0.0,0.0
MEG_7220|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,0.0,0.0,31.0
MEG_44|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0.0,278.0,67.0
MEG_1283|Drugs|betalactams|Class_C_betalactamases|BLAEC,602.0,478.0,108.0
MEG_1115|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,0.0,0.0,314.0
MEG_4033|Drugs|MLS|Macrolide_phosphotransferases|MPHB,3503.0,3028.0,1945.0
MEG_2674|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,232.0,181.0,114.0
MEG_1409|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,73.0
MEG_3207|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2682|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,200.0,149.0,116.0
MEG_3141|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,3968.0,3388.0,2090.0
MEG_1000|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,18.0,0.0,0.0
MEG_1275|Drugs|betalactams|Class_C_betalactamases|BLAEC,388.0,298.0,163.0
MEG_6098|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4071|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC,0.0,166.0,0.0
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,4.0,75.0
MEG_2043|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|COPBM,0.0,443.0,0.0
MEG_4283|Drugs|betalactams|Mutant_porin_proteins|OMP37,940.0,485.0,778.0
MEG_7038|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,1009.0,638.0,23.0
MEG_4120|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRAN,1294.0,103.0,307.0
MEG_970|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,27.0
MEG_7025|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0.0,0.0,390.0
MEG_2693|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|EATAV|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7116|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,139.0,106.0,0.0
MEG_6928|Drugs|betalactams|Class_A_betalactamases|TEM,304.0,155.0,49.0
MEG_1156|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,0.0,0.0,145.0
MEG_2671|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,225.0,186.0,127.0
MEG_795|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,13.0
MEG_1358|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,98.0
MEG_2485|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,40.0
MEG_875|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,21.0
MEG_400|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA,778.0,331.0,786.0
MEG_2440|Metals|Copper_resistance|Copper_resistance_protein|CUEO,11668.0,9424.0,6220.0
MEG_4223|Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation,1.0,0.0,1.0
MEG_1580|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0.0,188.0,28.0
MEG_6612|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,12.0,0.0
MEG_2091|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,2280.0,1871.0,1469.0
MEG_7362|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0.0,135.0,0.0
MEG_1176|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,570.0,1432.0,354.0
MEG_987|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0.0,0.0,29.0
MEG_3589|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5882|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,36.0,0.0,26.0
MEG_2487|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,65.0
MEG_2687|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,205.0,192.0,113.0
MEG_1246|Drugs|betalactams|Class_A_betalactamases|BLAA,0.0,93.0,133.0
MEG_6779|Drugs|betalactams|Class_A_betalactamases|TEM,69.0,32.0,0.0
