gene_accession,cip10_S1,cip10_S2,cip10_S3
MEG_2687|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,195.0,121.0,214.0
MEG_6122|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2450|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,2676.0,2010.0,3056.0
MEG_8680|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRS|RequiresSNPConfirmation,7772.0,25216.0,17094.0
MEG_6100|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5329|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1045|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,779.0,403.0,1904.0
MEG_6961|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,858.0,724.0,267.0
MEG_6800|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,10.0,27.0
MEG_684|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEG,779.0,0.0,0.0
MEG_2993|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,428.0,58.0,103.0
MEG_2496|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,47.0,0.0
MEG_1053|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,872.0,393.0,1997.0
MEG_6110|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,10.0,0.0
MEG_1000|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0.0,20.0,0.0
MEG_2335|Drugs|betalactams|Class_A_betalactamases|CTX,16.0,0.0,0.0
MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF,2460.0,1989.0,2753.0
MEG_1409|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,17.0,0.0
MEG_8634|Drugs|Lipopeptides|Colistin-resistant_mutant|PMRAR|RequiresSNPConfirmation,4819.0,3696.0,5504.0
MEG_6505|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,248.0,77.0,115.0
MEG_6706|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,21.0,0.0
MEG_6891|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,23.0,57.0
MEG_6621|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,694.0,190.0,54.0
MEG_2701|Biocides|Acid_resistance|Acid_resistance_protein|EEFA,3365.0,780.0,1194.0
MEG_6026|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,135.0,82.0,5.0
MEG_6612|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,0.0,10.0
MEG_4343|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,0.0,171.0
MEG_5416|Metals|Copper_resistance|Copper_resistance_protein|PCOA,4342.0,988.0,1451.0
MEG_4186|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMF,0.0,0.0,5.0
MEG_961|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,35.0,0.0
MEG_1283|Drugs|betalactams|Class_C_betalactamases|BLAEC,157.0,308.0,666.0
MEG_7811|Metals|Iron_resistance|Iron_resistance_protein|YBTP,8628.0,448.0,1344.0
MEG_6162|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0.0,67.0,0.0
MEG_6703|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,34.0,0.0
MEG_6625|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,678.0,172.0,55.0
MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,21988.0,14863.0,21710.0
MEG_3009|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,10.0,61.0,10.0
MEG_6926|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,37.0,0.0
MEG_6726|Drugs|betalactams|Class_A_betalactamases|TEM,33.0,0.0,56.0
MEG_6835|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,13.0,18.0
MEG_701|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEN,77.0,0.0,0.0
MEG_6828|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,59.0
MEG_5032|Drugs|betalactams|Class_D_betalactamases|OXA,16.0,0.0,0.0
MEG_6949|Drugs|betalactams|Class_A_betalactamases|TEM,23.0,20.0,51.0
MEG_892|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,28.0,0.0
MEG_5387|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2553|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,1771.0,0.0,304.0
MEG_6031|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,126.0,70.0,0.0
MEG_2704|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EFMA,0.0,113.0,0.0
MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0.0,16.0,4.0
MEG_1578|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0.0,181.0,0.0
MEG_6543|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,410.0,341.0,528.0
MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,47.0,0.0,22.0
MEG_6779|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,41.0
MEG_6577|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,1892.0,1558.0,2271.0
MEG_6742|Drugs|betalactams|Class_A_betalactamases|TEM,30.0,30.0,60.0
MEG_2529|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,59.0,0.0
MEG_6947|Drugs|betalactams|Class_A_betalactamases|TEM,15.0,0.0,50.0
MEG_7194|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,397.0,0.0,0.0
MEG_6428|Drugs|betalactams|Class_A_betalactamases|SHV,237.0,0.0,0.0
MEG_6958|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERD,57.0,12.0,13.0
MEG_2730|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD,4303.0,3063.0,4683.0
MEG_5819|Drugs|Fosfomycin|Fosfomycin_target_mutation|PTSL|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4329|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,226.0,0.0,118.0
MEG_2393|Drugs|betalactams|Class_A_betalactamases|CTX,348.0,0.0,0.0
MEG_1369|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,33.0,0.0
MEG_3866|Metals|Mercury_resistance|Mercury_resistance_protein|MERE,355.0,122.0,0.0
MEG_3870|Metals|Mercury_resistance|Mercury_resistance_protein|MERF,0.0,0.0,82.0
MEG_7070|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,0.0,989.0,7914.0
MEG_5814|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTB,7618.0,5115.0,7294.0
MEG_2440|Metals|Copper_resistance|Copper_resistance_protein|CUEO,10365.0,8104.0,12082.0
MEG_6296|Drugs|betalactams|Class_A_betalactamases|SHV,14.0,0.0,0.0
MEG_678|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEB,762.0,0.0,0.0
MEG_2578|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRF,0.0,0.0,20.0
MEG_8288|Drugs|betalactams|Mutant_porin_proteins|OMPA,7518.0,4566.0,7129.0
MEG_1231|Metals|Copper_resistance|Copper_resistance_regulator|BHSA,2160.0,1421.0,2365.0
MEG_7038|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,115.0,1068.0
MEG_688|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,45.0,0.0,0.0
MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,1557.0,1091.0,1772.0
MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF,6543.0,4398.0,6832.0
MEG_86|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,10.0,0.0
MEG_6582|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,403.0,126.0,32.0
MEG_1174|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,0.0,14.0,0.0
MEG_3586|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5348|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,6.0,0.0
MEG_4367|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,257.0,0.0,0.0
MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,657.0,726.0,552.0
MEG_4369|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,308.0,0.0,0.0
MEG_3934|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXT,280.0,0.0,0.0
MEG_1182|Biocides|Acid_resistance|Acid_resistance_protein|ASR,636.0,449.0,716.0
MEG_6628|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,611.0,165.0,62.0
MEG_769|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,25.0,0.0
MEG_2894|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,1832.0,414.0,1692.0
MEG_7120|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,157.0
MEG_2614|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|DHAP,48.0,368.0,62.0
MEG_2896|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,3500.0,992.0,3929.0
MEG_7033|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,584.0,156.0,0.0
MEG_1164|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,2537.0,1228.0,1810.0
MEG_3228|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5409|Drugs|betalactams|Penicillin_binding_protein|PBP4B,8545.0,6347.0,9001.0
MEG_5363|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,1.0,4.0,2.0
MEG_6306|Drugs|betalactams|Class_A_betalactamases|SHV,14.0,0.0,0.0
MEG_1086|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,1359.0,587.0,2426.0
MEG_6865|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,73.0
MEG_2548|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,6.0,0.0,0.0
MEG_4280|Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,3.0,0.0,0.0
MEG_2693|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|EATAV|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,5.0,5.0,9.0
MEG_8058|Drugs|betalactams|Class_A_betalactamases|CTX,14.0,0.0,0.0
MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2,13361.0,10004.0,14458.0
MEG_6020|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,258.0,137.0,7.0
MEG_943|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,6.0,0.0,0.0
MEG_5780|Drugs|Lipopeptides|Daptomycin-resistant_mutant|PGSA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6905|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,65.0,105.0
MEG_2707|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRB,95.0,0.0,350.0
MEG_1055|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,1158.0,242.0,781.0
MEG_2024|Metals|Copper_resistance|Copper_resistance_protein|COPA,183.0,118.0,203.0
MEG_3863|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,64.0,35.0,21.0
MEG_3227|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2987|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,279.0,64.0,76.0
MEG_8709|Drugs|betalactams|Class_A_betalactamases|TEM,28.0,0.0,85.0
MEG_7024|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,1626.0,478.0,75.0
MEG_3759|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,5119.0,3444.0,5404.0
MEG_786|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,14.0,0.0
MEG_6504|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,751.0,172.0,287.0
MEG_6957|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERC,204.0,164.0,97.0
MEG_8448|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,212.0,0.0,0.0
MEG_6929|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,23.0,110.0
MEG_7317|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,520.0,160.0,244.0
MEG_2729|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD,5059.0,3794.0,5814.0
MEG_7066|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,0.0,0.0,137.0
MEG_5825|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACC,7.0,0.0,0.0
MEG_3208|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,3.0,0.0
MEG_7028|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,437.0,187.0,0.0
MEG_8080|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|EPTB,7546.0,3399.0,4985.0
MEG_6986|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,0.0,73.0,0.0
MEG_2679|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,191.0,141.0,226.0
MEG_4120|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRAN,343.0,324.0,488.0
MEG_1302|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,0.0,265.0,0.0
MEG_2196|Drugs|betalactams|Class_A_betalactamases|CTX,24.0,0.0,0.0
MEG_890|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,66.0,0.0
MEG_2678|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,198.0,163.0,192.0
MEG_698|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,70.0,0.0,0.0
MEG_1276|Drugs|betalactams|Class_C_betalactamases|BLAEC,2961.0,273.0,1877.0
MEG_2348|Drugs|betalactams|Class_A_betalactamases|CTX,20.0,0.0,0.0
MEG_694|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,120.0,0.0,0.0
MEG_5977|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,1487.0,1568.0,917.0
MEG_686|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,48.0,0.0,0.0
MEG_2385|Drugs|betalactams|Class_A_betalactamases|CTX,20.0,0.0,0.0
MEG_6689|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,25.0
MEG_692|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEJ,964.0,0.0,0.0
MEG_1488|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADX,727.0,1244.0,918.0
MEG_5350|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,4846.0,2358.0,5752.0
MEG_3289|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,2512.0,1815.0,2715.0
MEG_2616|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0.0,0.0,69.0
MEG_6699|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,15.0,17.0
MEG_2452|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSR,5549.0,3940.0,5870.0
MEG_4094|Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7867|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,2757.0,2199.0,3320.0
MEG_7841|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YODB,1962.0,1370.0,2095.0
MEG_1044|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0.0,335.0,0.0
MEG_5829|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,0.0,102.0,14.0
MEG_6161|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0.0,34.0,0.0
MEG_4072|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC,0.0,82.0,0.0
MEG_4005|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,1026.0,825.0,1286.0
MEG_7861|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR,1673.0,1082.0,1611.0
MEG_6697|Drugs|betalactams|Class_A_betalactamases|TEM,25.0,10.0,63.0
MEG_8233|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAD,257.0,0.0,140.0
MEG_7812|Metals|Iron_resistance|Iron_resistance_protein|YBTQ,9561.0,565.0,1401.0
MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO,12938.0,10056.0,14977.0
MEG_137|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,17.0,0.0,0.0
MEG_3897|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,173.0,130.0,115.0
MEG_506|Drugs|betalactams|Class_C_betalactamases|ADC,76.0,0.0,0.0
MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,5269.0,3840.0,5887.0
MEG_2899|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,3324.0,2277.0,3577.0
MEG_2683|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,171.0,148.0,184.0
MEG_2424|Drugs|betalactams|Class_A_betalactamases|CTX,101.0,0.0,0.0
MEG_2737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,3900.0,2806.0,4321.0
MEG_6836|Drugs|betalactams|Class_A_betalactamases|TEM,33.0,14.0,59.0
MEG_4012|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,4855.0,3740.0,5732.0
MEG_8712|Drugs|betalactams|Class_A_betalactamases|TEM,30.0,33.0,81.0
MEG_7581|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,0.0,107.0,19.0
MEG_3189|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4348|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,0.0,149.0
MEG_6499|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA,8377.0,2316.0,3260.0
MEG_7020|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,419.0,0.0,0.0
MEG_8460|Drugs|betalactams|Penicillin_binding_protein|PBP4|RequiresSNPConfirmation,11.0,104.0,6.0
MEG_1229|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|BEXA,190.0,513.0,200.0
MEG_3200|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_8659|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMR|RequiresSNPConfirmation,396.0,155.0,155.0
MEG_3236|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1281|Drugs|betalactams|Class_C_betalactamases|BLAEC,206.0,317.0,689.0
MEG_2724|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,3093.0,2043.0,3177.0
MEG_6881|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,57.0,0.0
MEG_6960|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERW,0.0,7.0,5.0
MEG_6984|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,0.0,62.0,0.0
MEG_7303|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,1703.0,4390.0,2507.0
MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA,10774.0,8286.0,12129.0
MEG_6014|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRD,0.0,28.0,0.0
MEG_2874|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,0.0,100.0,0.0
